ALUNO,NOME_ALUNO,TURMA_PREF,SERIE,SIT,ALUNO_EMAIL,LEGAL_EMAIL
50240137,Esther Souza,EConACli-2PMB,2,Pre-Mat,ccaldeira@melo.br,sophieduarte@vieira.org
50230618,Dra. Evelyn da Cruz,EConACli-3PMB,3,Pre-Mat,dda-costa@bol.com.br,luiz-gustavo30@yahoo.com.br
50250363,Raquel Alves,EConACli-1PMA,1,Pre-Mat,lorenzonascimento@melo.br,alicia49@yahoo.com.br
50240677,Bryan Sales,EConACli-2PMA,2,Pre-Mat,ana-livialopes@yahoo.com.br,maria34@aragao.br
50240615,Alice Peixoto,EConACli-2PMA,2,Pre-Mat,luana80@cunha.com,bruna17@almeida.com
50240204,Dra. Maria Eduarda da Luz,EConACli-2PMA,2,Pre-Mat,da-costasamuel@hotmail.com,vicente39@souza.net
50240902,Sra. Maria Cardoso,EConInf-2PMC,2,Pre-Mat,joao-vitor87@hotmail.com,erickbarros@uol.com.br
50230308,João Miguel Nascimento,EConInf-3PMD,3,Pre-Mat,da-rosaluiz-gustavo@ig.com.br,sophie30@goncalves.com
50230935,Maria Clara Cavalcanti,EConInf-3PMD,3,Pre-Mat,benicio08@ig.com.br,cardosotheo@pires.net
50240180,Paulo Novaes,EConInf-2PMB,2,Pre-Mat,luccaoliveira@uol.com.br,carolinada-cruz@correia.org
50230131,Vitor Costela,EConInf-3PMA,3,Pre-Mat,pietro51@yahoo.com.br,fogacaluna@gmail.com
50250393,Evelyn Araújo,EConInf-1PMB,1,Pre-Mat,vitoriapereira@correia.br,rezendejoao@ferreira.net
50240557,Larissa Gonçalves,EConInf-2PMC,2,Pre-Mat,oliveiraemilly@lopes.com,bernardoda-mota@aragao.com
50240317,Esther Gonçalves,EConInf-2PMC,2,Pre-Mat,zsilveira@gmail.com,fmonteiro@rezende.com
50250597,Dra. Ana Vitória Fogaça,EConInf-1PMA,1,Pre-Mat,ana-juliasantos@monteiro.net,vsantos@castro.org
50250781,Diego Pinto,EConInf-1PMD,1,Pre-Mat,xcardoso@nascimento.org,voliveira@rezende.org
50250313,Gabriel da Luz,EConInf-1PMD,1,Pre-Mat,alexia28@cardoso.org,daniel53@cardoso.com
50240474,Pedro Henrique Viana,EConInf-2PMA,2,Pre-Mat,souzastella@barros.org,larissa08@da.org
50250497,Maria Julia Melo,EConInf-1PMA,1,Pre-Mat,lucca50@hotmail.com,nuneslucas@hotmail.com
50230874,Sr. João Guilherme Nogueira,EConInf-3PMD,3,Pre-Mat,emillylima@novaes.com,limarafaela@uol.com.br
50250518,Vitor Gabriel da Cruz,EConInf-1PMD,1,Pre-Mat,wfogaca@uol.com.br,samuel97@bol.com.br
50230346,Emilly Oliveira,EConInf-3PMC,3,Pre-Mat,pereiraluiz-henrique@martins.com,luiz-fernandoda-rosa@vieira.br
50250441,Emanuel Aragão,EConInf-1PMC,1,Pre-Mat,qda-mota@pereira.br,mendeshenrique@ferreira.br
50250085,Ana Lívia Moura,EConInf-1PMD,1,Pre-Mat,sarah41@moura.com,vramos@bol.com.br
50230194,Daniel Fernandes,EConInf-3PMD,3,Pre-Mat,emanuelly56@yahoo.com.br,fcavalcanti@hotmail.com
50230353,Miguel Teixeira,EConInf-3PMC,3,Pre-Mat,leonardo45@das.com,das-nevesluiz-felipe@da.br
50230481,Dr. Davi Lucca Araújo,EConInf-3PMC,3,Pre-Mat,fda-conceicao@nogueira.br,da-luzisis@martins.br
50230704,Emanuel Cunha,EConPub-3PMA,3,Pre-Mat,almeidamaria-julia@souza.br,evelyn08@uol.com.br
50250901,Sra. Joana Castro,EConInf-1PMB,1,Pre-Mat,ana-beatrizazevedo@castro.org,barbara26@moraes.org
50250438,Ana Costela,EConInf-1PMC,1,Pre-Mat,caldeiradavi-lucca@yahoo.com.br,palves@da.com
50250168,Sr. Davi Lucas Fogaça,EConQui-1PMA,1,Pre-Mat,freitasmarcos-vinicius@hotmail.com,enrico47@cardoso.com
50250529,Cauê Pires,EConQui-1PMA,1,Pre-Mat,joao-pedro89@oliveira.com,breno19@yahoo.com.br
50230587,Rafael Almeida,EConACli-3PMB,3,Pre-Mat,juliamelo@cardoso.br,limaalana@uol.com.br
50240875,Mariane Jesus,EConACli-2PMB,2,Pre-Mat,carvalhoguilherme@aragao.br,benicio79@viana.br
50240809,Joana Carvalho,EConACli-2PMA,2,Pre-Mat,dda-rosa@uol.com.br,alexia79@ig.com.br
50250777,Cauê Fernandes,EConACli-1PMA,1,Pre-Mat,ceciliafogaca@silva.org,bernardoda-luz@ig.com.br
50250213,Dr. Luiz Otávio Novaes,EConACli-1PMC,1,Pre-Mat,davi-lucaslopes@ig.com.br,qcorreia@ferreira.com
50230551,Ana Lívia Campos,EConACli-3PMB,3,Pre-Mat,maria-alice30@pinto.br,andrepires@novaes.br
50240132,Pedro Henrique Carvalho,EConPub-2PMA,2,Pre-Mat,eloahda-paz@ig.com.br,yaraujo@bol.com.br
50240150,Sr. Paulo Lima,EConPub-2PMA,2,Pre-Mat,kaiquenunes@yahoo.com.br,eda-costa@araujo.com
50250456,Thiago Souza,EConPub-1PMA,1,Pre-Mat,rodriguesaugusto@fernandes.br,clarice72@da.br
50250624,Isis Viana,EConPub-1PMA,1,Pre-Mat,dmoreira@uol.com.br,nsouza@gmail.com
50250625,Ana Júlia Duarte,EConPub-1PMA,1,Pre-Mat,eduardoda-paz@cardoso.net,uda-cruz@cardoso.br
50250421,João Gabriel Ramos,EConPub-1PMA,1,Pre-Mat,da-conceicaostella@uol.com.br,zpereira@da.br
50240209,Rodrigo Santos,EConQui-2PMA,2,Pre-Mat,raquel24@martins.org,joao-vitor23@bol.com.br
50230217,Juliana Alves,EConQui-3PMA,3,Pre-Mat,mendesvinicius@hotmail.com,emanuelly52@gmail.com
50250221,Otávio Nascimento,EConQui-1PMA,1,Pre-Mat,camposelisa@ig.com.br,fcampos@bol.com.br
50241012,Daniel Rezende,EConQui-2PMA,2,Pre-Mat,juliana98@gomes.com,pietro29@ig.com.br
50240202,Vitor Gabriel Porto,EConQui-2PMA,2,Pre-Mat,miguelfarias@martins.br,gcaldeira@cavalcanti.net
50240380,Sra. Mariana Oliveira,EConACli-2PMB,2,Pre-Mat,gabriela79@ig.com.br,beatriz50@pereira.com
50230258,Rebeca Nunes,EConACli-3PMA,3,Pre-Mat,cardosoleandro@bol.com.br,jaragao@nunes.net
50230244,Maysa Rezende,EConACli-3PMA,3,Pre-Mat,luiz-miguel07@hotmail.com,flopes@hotmail.com
50231008,Nicolas Nascimento,EConACli-3PMB,3,Pre-Mat,camposlucas@hotmail.com,souzamaria-fernanda@cardoso.com
50230334,Dr. Bruno Caldeira,EConACli-3PMA,3,Pre-Mat,maria-clara98@ig.com.br,voliveira@hotmail.com
50240504,Heitor Azevedo,EConACli-2PMB,2,Pre-Mat,kamilly02@jesus.com,cavalcantimaria-cecilia@da.br
50230482,Sr. Yuri Araújo,EConACli-3PMA,3,Pre-Mat,wvieira@bol.com.br,qfreitas@moraes.net
50230720,Marcelo Lopes,EConACli-3PMB,3,Pre-Mat,vmelo@cardoso.br,dpinto@uol.com.br
50240881,Stephany Viana,EConACli-2PMB,2,Pre-Mat,ana-julianovaes@alves.org,evelynoliveira@melo.br
50250156,Juliana da Luz,EConACli-1PMA,1,Pre-Mat,aragaoleandro@gmail.com,joao-miguel58@castro.org
50250435,Luiza Alves,EConInf-1PMD,1,Pre-Mat,mirella74@uol.com.br,carolinecastro@cunha.br
50230333,Ana Beatriz Souza,EConInf-3PMC,3,Pre-Mat,gustavonovaes@ig.com.br,marinacardoso@uol.com.br
50230436,Ana Moraes,EConInf-3PMC,3,Pre-Mat,bfernandes@ig.com.br,snascimento@gmail.com
50250003,Giovanna Silva,EConInf-1PMA,1,Pre-Mat,santoslorenzo@campos.net,ryan14@cardoso.br
50240732,Caio Nunes,EConInf-2PMA,2,Pre-Mat,alana50@dias.br,bernardo92@uol.com.br
50250503,Dr. Enrico Melo,EConInf-1PMA,1,Pre-Mat,caio29@hotmail.com,luna60@silveira.com
50240008,Bárbara Moura,EConInf-2PMA,2,Pre-Mat,raquelviana@cavalcanti.com,rporto@nogueira.com
50241003,Davi Lima,EConInf-2PMC,2,Pre-Mat,francisco18@bol.com.br,leonardo89@melo.br
50240353,Dr. Luiz Miguel Gonçalves,EConInf-2PMD,2,Pre-Mat,kmoura@hotmail.com,leticia11@uol.com.br
50240227,Sr. Leonardo da Cunha,EConPub-2PMA,2,Pre-Mat,azevedoemanuella@goncalves.br,lara25@ramos.com
50230053,Isaac Caldeira,EConPub-3PMA,3,Pre-Mat,lsales@da.com,joao-pedro26@hotmail.com
50230756,Dra. Maitê Alves,EConQui-3PMA,3,Pre-Mat,smoreira@bol.com.br,moreirarafael@uol.com.br
50240747,Sra. Melissa Rezende,EConQui-2PMA,2,Pre-Mat,lara39@ig.com.br,yuri33@melo.com
50250459,Ana Clara Vieira,EConQui-1PMA,1,Pre-Mat,camilamoraes@da.com,costelagabriel@caldeira.net
50250550,Vitor Gabriel Pires,EConQui-1PMA,1,Pre-Mat,csilva@ig.com.br,rochakaique@yahoo.com.br
50240833,Srta. Julia Dias,EConACli-2PMB,2,Pre-Mat,rcorreia@moura.br,lviana@teixeira.com
50250089,Sabrina Ramos,EConACli-1PMC,1,Pre-Mat,nogueiraeloah@rocha.com,carolinenunes@ig.com.br
50240579,Larissa Jesus,EConACli-2PMA,2,Pre-Mat,beatriz19@lopes.br,nicolas21@da.org
50230255,Vinicius Ferreira,EConACli-3PMA,3,Pre-Mat,da-motadiego@ig.com.br,cavalcantijulia@monteiro.com
50250350,Yuri da Cruz,EConACli-1PMC,1,Pre-Mat,brunocunha@da.com,danilo69@castro.net
50240347,Brenda da Rocha,EConInf-2PMC,2,Pre-Mat,diegooliveira@nogueira.br,cavalcantiluiz-otavio@araujo.br
50230466,Dr. Bryan Gomes,EConPub-3PMA,3,Pre-Mat,novaeseloah@moura.br,luiz-fernando22@almeida.org
50250957,Fernando Monteiro,EConPub-1PMA,1,Reserva,isabella54@ramos.br,emillycardoso@ig.com.br
50240673,Raquel Moreira,EConPub-2PMB,2,Pre-Mat,bryanda-mota@hotmail.com,ferreirathomas@ig.com.br
50250728,Yasmin Gomes,EConPub-1PMA,1,Pre-Mat,beatriz95@jesus.net,cardosolucas@das.br
50240294,Dra. Melissa Moreira,EConPub-2PMB,2,Pre-Mat,rochaisabel@cunha.org,pintopedro@bol.com.br
50241011,Maria Eduarda da Paz,EConPub-2PMB,2,Pre-Mat,rebecacardoso@gmail.com,da-rosamiguel@uol.com.br
50240199,Bernardo Pereira,EConPub-2PMB,2,Pre-Mat,xsales@bol.com.br,camposjoao-gabriel@hotmail.com
50230739,Luiza Monteiro,EConQui-3PMA,3,Pre-Mat,samuel76@bol.com.br,fogacajoao-miguel@ig.com.br
50240439,Isaac Barros,EConQui-2PMA,2,Pre-Mat,davi-lucascunha@ribeiro.com,maria-eduarda05@alves.com
50250779,Maria Cecília Cardoso,EConACli-1PMA,1,Pre-Mat,nvieira@da.br,gabriela27@uol.com.br
50250896,Cauê Correia,EConQui-1PMA,1,Pre-Mat,santosdavi-luiz@moreira.com,rafaeladias@souza.com
50230599,Larissa Oliveira,EConACli-3PMA,3,Pre-Mat,raul38@hotmail.com,caua96@peixoto.org
50230524,Bárbara Monteiro,EConACli-3PMB,3,Pre-Mat,da-luzvalentina@uol.com.br,yuri13@gmail.com
50230647,Maria Luiza Almeida,EConACli-3PMB,3,Pre-Mat,henrique22@moraes.com,daragao@gmail.com
50240646,Kamilly Duarte,EConACli-2PMA,2,Pre-Mat,barrosjuan@yahoo.com.br,lavinia33@hotmail.com
50250235,Ana Luiza Oliveira,EConACli-1PMC,1,Pre-Mat,helena30@azevedo.com,qda-paz@cardoso.org
50250568,Maria Nascimento,EConACli-1PMA,1,Pre-Mat,carlos-eduardoda-mota@dias.br,acastro@yahoo.com.br
50240116,Manuela Costa,EConACli-2PMB,2,Pre-Mat,rezendejoao@uol.com.br,nogueirabruna@gmail.com
50250786,Danilo Pires,EConACli-1PMA,1,Pre-Mat,ana-carolinajesus@ig.com.br,vicente85@uol.com.br
50250480,Thomas Gomes,EConACli-1PMA,1,Pre-Mat,alexia20@yahoo.com.br,rlopes@yahoo.com.br
50240379,Sr. Luiz Gustavo Moraes,EConACli-2PMB,2,Pre-Mat,samueljesus@hotmail.com,enrico74@da.net
50250773,Esther Teixeira,EConACli-1PMA,1,Pre-Mat,dsales@nascimento.com,silveirarenan@gmail.com
50250604,Mirella Pinto,EConACli-1PMB,1,Pre-Mat,zazevedo@silveira.br,lcosta@da.com
50250584,Dr. Danilo Almeida,EConACli-1PMB,1,Pre-Mat,cecilia34@yahoo.com.br,nogueiraevelyn@almeida.net
50250549,Ana Júlia Souza,EConACli-1PMA,1,Pre-Mat,sophiacostela@ig.com.br,vinicius38@hotmail.com
50240525,Francisco Correia,EConACli-2PMB,2,Pre-Mat,nina87@da.net,joanacosta@souza.com
50250255,Dr. Thales da Mata,EConACli-1PMB,1,Pre-Mat,camposdiogo@lopes.com,joao-lucasteixeira@bol.com.br
50240960,Marcelo Sales,EConACli-2PMB,2,Pre-Mat,calebefarias@ig.com.br,carolina99@yahoo.com.br
50230489,Srta. Alícia da Cruz,EConACli-3PMB,3,Pre-Mat,thomas44@ferreira.com,gda-cruz@hotmail.com
50230395,Lívia Lima,EConACli-3PMA,3,Pre-Mat,lavinia32@hotmail.com,castromarcela@ig.com.br
50240743,Cecília Nascimento,EConACli-2PMA,2,Pre-Mat,benjaminda-paz@hotmail.com,caldeirajoaquim@uol.com.br
50250515,Kamilly Carvalho,EConACli-1PMB,1,Pre-Mat,joao-lucasrocha@gmail.com,sofiada-cunha@peixoto.br
50240281,Igor Campos,EConACli-2PMB,2,Pre-Mat,maria-alicecaldeira@silva.com,camila77@da.com
50250429,Ana Júlia Monteiro,EConACli-1PMB,1,Pre-Mat,pereiramaria-cecilia@ig.com.br,ana-carolinada-luz@ferreira.br
50250713,Alexandre Costa,EConACli-1PMB,1,Pre-Mat,clara50@uol.com.br,xmelo@monteiro.br
50240385,Vicente Porto,EConInf-2PMD,2,Pre-Mat,thales21@cunha.br,uda-costa@carvalho.net
50240742,João Gabriel Caldeira,EConPub-2PMB,2,Pre-Mat,da-rocharafael@pinto.br,asouza@ribeiro.br
50240644,Cecília Fogaça,EConPub-2PMA,2,Pre-Mat,murilo40@barbosa.org,viniciusdas-neves@costa.com
50230951,Heloísa Alves,EConQui-3PMA,3,Pre-Mat,maria-eduardada-mata@da.com,jesuspedro-miguel@hotmail.com
50230404,Mariana Almeida,EConQui-3PMA,3,Pre-Mat,luiz-fernandoda-mata@pires.net,apinto@yahoo.com.br
50240360,Gabriela Cardoso,EConQui-2PMA,2,Pre-Mat,correiaalice@da.com,pedro-miguel41@uol.com.br
50250200,Marcos Vinicius Almeida,EConQui-1PMA,1,Pre-Mat,benicio66@gomes.com,afogaca@monteiro.com
50240104,Joana Moreira,EConACli-2PMB,2,Pre-Mat,joao29@ig.com.br,marinaviana@da.br
50240760,Luiz Gustavo Alves,EConACli-2PMA,2,Pre-Mat,das-nevesevelyn@gmail.com,aragaoantonio@peixoto.com
50240498,Lavínia Peixoto,EConACli-2PMA,2,Pre-Mat,maria-fernanda55@uol.com.br,leticia37@campos.org
50240223,Larissa Ramos,EConACli-2PMA,2,Pre-Mat,costamariane@yahoo.com.br,sarahfreitas@uol.com.br
50240216,Marcos Vinicius da Conceição,EConACli-2PMB,2,Pre-Mat,arthur69@santos.com,martinsstella@gmail.com
50250440,Ana Laura Melo,EConACli-1PMB,1,Pre-Mat,ana-luiza57@gmail.com,giovannapeixoto@hotmail.com
50250216,Dra. Mariane Jesus,EConInf-1PMB,1,Pre-Mat,rbarros@hotmail.com,mendeskevin@carvalho.com
50250666,Kevin Duarte,EConInf-1PMB,1,Pre-Mat,camila93@moura.br,piresigor@caldeira.com
50250280,André Nascimento,EConInf-1PMC,1,Pre-Mat,mrezende@jesus.com,rda-conceicao@moraes.com
50230724,Olivia Souza,EConPub-3PMA,3,Pre-Mat,viananatalia@ramos.br,joana25@hotmail.com
50250555,Luiz Fernando Carvalho,EConPub-1PMA,1,Pre-Mat,ecardoso@da.br,udas-neves@castro.net
50250628,Thomas Viana,EConPub-1PMA,1,Pre-Mat,martinspedro@carvalho.br,igorda-rosa@gomes.br
50240403,Sr. Calebe Vieira,EConQui-2PMA,2,Pre-Mat,barrosjoaquim@hotmail.com,ian10@pires.br
50240172,Guilherme Cardoso,EConQui-2PMA,2,Pre-Mat,raragao@farias.com,zmelo@hotmail.com
50230428,Emanuella Alves,EConACli-3PMA,3,Pre-Mat,walves@nunes.com,zjesus@ribeiro.br
50230519,Marcelo Teixeira,EConACli-3PMB,3,Pre-Mat,joao-pedro39@barros.com,freitascaue@uol.com.br
50230493,Dra. Eloah Correia,EConACli-3PMB,3,Pre-Mat,sporto@uol.com.br,nunesmaria@ig.com.br
50240986,Eduardo Nunes,EConACli-2PMB,2,Pre-Mat,mouraana-julia@mendes.net,franciscocostela@nunes.com
50240949,Ana Julia Almeida,EConACli-2PMB,2,Pre-Mat,lcorreia@yahoo.com.br,liviacosta@monteiro.br
50250097,Alícia Silva,EConACli-1PMA,1,Pre-Mat,raquelda-rosa@mendes.com,cecilia41@araujo.com
50250688,Helena Moura,EConACli-1PMC,1,Pre-Mat,maria-sophia02@da.br,fernandada-paz@monteiro.com
50230593,Pietra Azevedo,EConACli-3PMB,3,Pre-Mat,nda-mota@pereira.com,almeidakevin@almeida.com
50230978,Cauã da Rosa,EConACli-3PMA,3,Pre-Mat,marcelajesus@barros.org,souzaian@ig.com.br
50250272,Cecília Azevedo,EConACli-1PMB,1,Pre-Mat,fda-mota@ferreira.com,gomesaugusto@gmail.com
50240285,Ana Laura Martins,EConACli-2PMB,2,Pre-Mat,ana-julia28@uol.com.br,ian30@ig.com.br
50250524,Luiz Fernando da Conceição,EConACli-1PMC,1,Pre-Mat,sarahvieira@farias.com,dda-conceicao@pereira.br
50250519,Rafaela Silveira,EConInf-1PMC,1,Pre-Mat,pintofelipe@mendes.br,lunada-paz@gmail.com
50240910,Lavínia Aragão,EConPub-2PMA,2,Pre-Mat,cmartins@ig.com.br,gda-luz@yahoo.com.br
50240672,Nicole Costela,EConPub-2PMB,2,Reserva,da-cunhamariane@costela.com,vitor-hugodas-neves@hotmail.com
50240503,Gabrielly Cardoso,EConPub-2PMA,2,Pre-Mat,marcos-viniciusporto@gmail.com,almeidaleticia@fogaca.br
50250292,Lucca Jesus,EConPub-1PMA,1,Pre-Mat,milena93@moreira.com,gustavocunha@uol.com.br
50250739,Caio Jesus,EConPub-1PMA,1,Pre-Mat,ffarias@gmail.com,araujomurilo@gomes.com
50240121,Lorena Nunes,EConQui-2PMA,2,Pre-Mat,vrezende@gmail.com,knogueira@hotmail.com
50230747,Dra. Cecília das Neves,EConACli-3PMB,3,Pre-Mat,ksantos@da.br,correiaamanda@rezende.com
50230319,Maria Alice Costa,EConACli-3PMA,3,Pre-Mat,leonardo29@da.net,ana-luizasilveira@fogaca.br
50240343,Luiz Gustavo Santos,EConACli-2PMA,2,Pre-Mat,ateixeira@bol.com.br,emanuella84@duarte.com
50230940,Mariana Fogaça,EConACli-3PMB,3,Reserva,monteirobianca@hotmail.com,zmoraes@azevedo.net
50250278,Davi Luiz Barbosa,EConInf-1PMD,1,Pre-Mat,ylima@ig.com.br,moraesisadora@hotmail.com
50250324,Brenda Teixeira,EConInf-1PMC,1,Pre-Mat,ian94@gmail.com,rezendevitor@lima.br
50230135,Gustavo Jesus,EConInf-3PMB,3,Pre-Mat,laviniada-rocha@hotmail.com,jnogueira@uol.com.br
50230243,Ian Jesus,EConInf-3PMC,3,Pre-Mat,uviana@ig.com.br,aragaoisaac@yahoo.com.br
50240436,Guilherme Teixeira,EConInf-2PMB,2,Pre-Mat,qduarte@gmail.com,pintomaria-fernanda@hotmail.com
50240371,Yuri Teixeira,EConInf-2PMD,2,Pre-Mat,ribeirorodrigo@hotmail.com,maria-fernanda79@hotmail.com
50230177,Maria Luiza Santos,EConInf-3PMD,3,Pre-Mat,wcardoso@yahoo.com.br,sophiamoura@pires.com
50250170,Daniel Alves,EConInf-1PMD,1,Pre-Mat,elisada-rocha@ig.com.br,xmartins@santos.com
50250033,Ana Lívia Monteiro,EConInf-1PMD,1,Pre-Mat,nogueiradiego@hotmail.com,claramartins@freitas.com
50240280,Guilherme Sales,EConInf-2PMB,2,Pre-Mat,da-conceicaokaique@nascimento.com,ferreiramilena@rocha.br
50250224,Joaquim Ribeiro,EConInf-1PMD,1,Pre-Mat,da-rochajulia@nogueira.com,eduardo40@dias.org
50240681,Henrique Melo,EConACli-2PMA,2,Reserva,rebeca60@mendes.org,luiz-felipe89@ribeiro.br
50250356,Levi Melo,EConACli-1PMB,1,Pre-Mat,evelyn17@cardoso.org,danielsouza@bol.com.br
50240240,Cecília Pinto,EConACli-2PMA,2,Pre-Mat,enzonovaes@ig.com.br,carlos-eduardo06@ig.com.br
50240493,Bryan Souza,EConACli-2PMA,2,Pre-Mat,murilobarbosa@dias.com,kcampos@bol.com.br
50250259,Emanuella da Luz,EConInf-1PMA,1,Pre-Mat,silvagabriela@ig.com.br,joao-miguel43@uol.com.br
50240283,Gustavo Farias,EConInf-2PMB,2,Pre-Mat,pintosarah@campos.br,kaiquejesus@souza.com
50240547,Davi Lucca Peixoto,EConInf-2PMA,2,Pre-Mat,vitor-gabriel89@moraes.br,yago39@bol.com.br
50250206,Laís Duarte,EConInf-1PMA,1,Pre-Mat,natalia25@uol.com.br,fogacaesther@costa.br
50240642,Olivia Rodrigues,EConInf-2PMA,2,Pre-Mat,claraaragao@gmail.com,marcelofreitas@lopes.org
50230376,Francisco Lima,EConPub-3PMA,3,Pre-Mat,emanuellamendes@da.org,ada-costa@yahoo.com.br
50230679,Maitê Rocha,EConPub-3PMA,3,Pre-Mat,teixeiraalana@uol.com.br,rodrigoda-mota@aragao.org
50250394,Diego Costela,EConPub-1PMA,1,Pre-Mat,da-cruzclara@lopes.br,andrefogaca@uol.com.br
50240952,Luana Ramos,EConQui-2PMA,2,Pre-Mat,vieirarenan@hotmail.com,kaiquesouza@da.br
50230723,Caroline Cunha,EConACli-3PMB,3,Pre-Mat,pauloazevedo@yahoo.com.br,ucampos@teixeira.com
50240830,Paulo Martins,EConACli-2PMB,2,Pre-Mat,ramosnathan@ig.com.br,rafaela21@peixoto.com
50240154,Ana Clara Nunes,EConEletr-2PMA,2,Pre-Mat,leandronascimento@costela.com,laura36@ig.com.br
50230971,Manuela da Luz,EConInf-3PMC,3,Pre-Mat,claramoura@yahoo.com.br,duartemaria-eduarda@ramos.com
50240866,Caio da Cunha,EConInf-2PMD,2,Pre-Mat,oaraujo@ig.com.br,henrique22@bol.com.br
50240595,Júlia Ferreira,EConInf-2PMA,2,Pre-Mat,haragao@yahoo.com.br,otaviomelo@barbosa.org
50230742,Kamilly da Rocha,EConInf-3PMB,3,Pre-Mat,kamillynogueira@uol.com.br,srodrigues@yahoo.com.br
50230138,Sr. Vitor Gabriel Martins,EConInf-3PMA,3,Pre-Mat,pedro26@bol.com.br,leticia43@gomes.org
50250539,Dr. Diego Moraes,EConInf-1PMD,1,Pre-Mat,ana-liviapinto@da.net,da-conceicaoeloah@oliveira.br
50240733,Maria Clara Almeida,EConInf-2PMC,2,Pre-Mat,azevedoemanuella@da.com,emanuelazevedo@teixeira.com
50230718,André da Cruz,EConInf-3PMB,3,Pre-Mat,agathagomes@yahoo.com.br,gabrielafogaca@hotmail.com
50240761,Sra. Rafaela Aragão,EConInf-2PMC,2,Pre-Mat,hpeixoto@jesus.br,alicia55@da.com
50230943,Dra. Mirella Rodrigues,EConACli-3PMB,3,Pre-Mat,irezende@da.br,naraujo@castro.br
50230165,Maria Julia Moura,EConACli-3PMA,3,Pre-Mat,joana23@gmail.com,ana-liviaalves@jesus.com
50250230,Sr. Augusto Cardoso,EConACli-1PMA,1,Pre-Mat,costaisabelly@yahoo.com.br,pereiramanuela@yahoo.com.br
50230362,Leonardo Barros,EConACli-3PMB,3,Pre-Mat,almeidamariana@ig.com.br,nferreira@gmail.com
50240967,Maria Luiza Viana,EConACli-2PMB,2,Pre-Mat,da-rosamarcelo@ig.com.br,ana-liviabarbosa@hotmail.com
50250847,Dr. Thiago da Luz,EConACli-1PMC,1,Pre-Mat,monteiromaria-alice@caldeira.br,leticiajesus@cavalcanti.net
50250870,Gabrielly Gonçalves,EConPub-1PMA,1,Pre-Mat,rda-cruz@cardoso.com,duartenoah@uol.com.br
50240134,Thales das Neves,EConQui-2PMA,2,Pre-Mat,vicentenogueira@lima.net,camposbenjamin@barros.org
50240901,Augusto Fernandes,EConQui-2PMA,2,Pre-Mat,joao-felipesales@uol.com.br,kcorreia@pinto.net
50240608,Isabelly da Rocha,EConQui-2PMA,2,Pre-Mat,mariane51@moreira.com,zalmeida@hotmail.com
50250603,Emilly Cardoso,EConQui-1PMA,1,Pre-Mat,nmonteiro@hotmail.com,das-nevesmaria-cecilia@alves.br
50230253,Marcos Vinicius Teixeira,EConACli-3PMA,3,Pre-Mat,miguelramos@yahoo.com.br,kda-cunha@hotmail.com
50230597,Stella Silva,EConACli-3PMB,3,Pre-Mat,thales72@melo.org,rafaelcardoso@moura.net
50240972,Lucas Gabriel Nascimento,EConACli-2PMA,2,Pre-Mat,da-cunhaenzo@nunes.br,luiz-otavioda-paz@da.br
50240680,Cauã da Rosa,EConACli-2PMA,2,Pre-Mat,tfarias@rezende.net,camilacaldeira@oliveira.com
50240717,Gabriela Barbosa,EConACli-2PMA,2,Pre-Mat,silvaluiza@castro.org,otavio82@hotmail.com
50240710,Sr. João Pedro Silva,EConInf-2PMC,2,Pre-Mat,oaragao@ig.com.br,qcardoso@lopes.com
50250412,Luiz Henrique Rocha,EConInf-1PMC,1,Pre-Mat,pnovaes@yahoo.com.br,araujorodrigo@da.com
50230149,Sra. Stephany Ferreira,EConInf-3PMC,3,Pre-Mat,blopes@castro.br,andregoncalves@da.com
50240232,Catarina Jesus,EConInf-2PMD,2,Pre-Mat,sarah08@uol.com.br,inogueira@yahoo.com.br
50250766,Dr. Eduardo Monteiro,EConInf-1PMB,1,Pre-Mat,leonardosales@pereira.org,thales05@bol.com.br
50250668,Diogo da Cruz,EConInf-1PMA,1,Pre-Mat,lorenzo87@cavalcanti.br,gomescatarina@ig.com.br
50240310,Valentina Cavalcanti,EConInf-2PMB,2,Pre-Mat,barrosmelissa@hotmail.com,antonioaraujo@hotmail.com
50250400,Emanuelly Almeida,EConInf-1PMB,1,Pre-Mat,da-rosajoao-vitor@rocha.br,gferreira@pires.net
50241024,Ana Cardoso,EConPub-2PMB,2,Pre-Mat,isabella12@da.br,brenda86@da.com
50230760,João Lucas Vieira,EConPub-3PMA,3,Pre-Mat,esouza@gmail.com,carolina24@ramos.com
50240206,Ryan da Costa,EConQui-2PMA,2,Pre-Mat,joao-pedroda-mata@hotmail.com,rnascimento@nogueira.br
50240430,Cauã Oliveira,EConACli-2PMB,2,Pre-Mat,maria-ceciliacardoso@ig.com.br,da-matafernando@gmail.com
50230589,Davi Nogueira,EConACli-3PMB,3,Pre-Mat,levigoncalves@yahoo.com.br,gabrielmendes@hotmail.com
50250671,Felipe Sales,EConACli-1PMA,1,Pre-Mat,fbarbosa@ig.com.br,silveiragabriel@barbosa.br
50250251,Francisco Jesus,EConACli-1PMB,1,Pre-Mat,moreiracaio@moraes.org,zazevedo@da.com
50240559,Bryan Aragão,EConACli-2PMA,2,Pre-Mat,eoliveira@da.com,joao-felipe08@uol.com.br
50250633,Luiz Fernando Pinto,EConACli-1PMC,1,Pre-Mat,monteirojoao-pedro@mendes.org,martinshenrique@da.net
